url,text,title,author,date,sitename,description,source,video_url,video_titre,likes,word_count,scraped_at
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@passionquebecetdecouvertes3370,Cette histoire est très émouvante . J'ai à mon tour signé la pétition pour contribuer à mon soutien car elle ne mérite pas d'aller en prison après cette triste vie qu'elle a subit . Mais je reste confiant en la justice française en espérant  qu'elle vive en liberté et en paix . à bientôt,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@passionquebecetdecouvertes3370,2021-02-14,YouTube — Victoria Charlton,,youtube_commentaire,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,8,54,2026-05-28T14:34:51.309954
https://www.youtube.com/watch?v=wvM1BFu2-LI#comment_@corinne6205,"En un sens, plus que Sauvage, cette affaire me rappelle celle de Lydia Gouardo (le meurtre en moins). Je suis assez d'accord avec ton analyse. La seule chose que je ne parviens pas à comprendre, mais qui s'explique certainement par l'emprise psychologique, le désintérêt total de la mère, l'inaction des services sociaux, c'est qu'elle se soit mariée avec lui. Ce point là me dépasse un peu. Après, quand tu l'entends s'exprimer, tu sens qu'elle a de grosses carences affectives et éducatives. Je pense que la condamner à une peine qui correspond au temps qu'elle a déjà été incarcérée et (ou) à du sursis serait une juste peine.","Commentaire sur : Valérie Bacot : son histoire , sa vie , sa liberté. #bercrimes",@corinne6205,2021-06-21,YouTube — Bercrimes,,youtube_commentaire,https://www.youtube.com/watch?v=wvM1BFu2-LI,"Valérie Bacot : son histoire , sa vie , sa liberté. #bercrimes",8,107,2026-05-28T14:34:51.312900
https://www.youtube.com/watch?v=rFArRZ-5J4U#comment_@michelrobert6886,defaillance de la police et de la justice elle n avait pas d autre solution elle doit etre acquittee elle a sauve sa fille,Commentaire sur : Procès de Valérie Bacot : les conclusions glaçantes des experts,@michelrobert6886,2021-06-25,YouTube — Le Point,,youtube_commentaire,https://www.youtube.com/watch?v=rFArRZ-5J4U,Procès de Valérie Bacot : les conclusions glaçantes des experts,7,24,2026-05-28T14:34:51.302996
https://www.youtube.com/watch?v=23HDisPUTVs#comment_@antoncharon,"Comme aux states, on devrait avoir le droit de se faire justice soi-même dans le cas d'une légitime défense sans conteste. Bravo à cette femme d'avoir débarrassé la planète d'un tyran.",Commentaire sur : Valérie Bacot sort libre de son procès pour le meurtre de son mari violent,@antoncharon,2021-06-26,YouTube — Le Parisien,,youtube_commentaire,https://www.youtube.com/watch?v=23HDisPUTVs,Valérie Bacot sort libre de son procès pour le meurtre de son mari violent,7,31,2026-05-28T14:34:51.305340
https://www.youtube.com/watch?v=gd-ScjW1rpM#comment_@estellegarnier8524,Bon ici il y a sa propre famille qui témoigne contre lui donc on peut en déduire que cette femme est vraiment une victime.,"Commentaire sur : Affaire Valérie Bacot: &quot;la victime c&#39;est Valérie, personne d&#39;autre&",@estellegarnier8524,2021-06-24,YouTube — RMC,,youtube_commentaire,https://www.youtube.com/watch?v=gd-ScjW1rpM,"Affaire Valérie Bacot: &quot;la victime c&#39;est Valérie, personne d&#39;autre&quot; juge le frère de Daniel Polette",7,24,2026-05-28T14:34:51.305662
https://www.youtube.com/watch?v=gd-ScjW1rpM#comment_@blablabla3910,Jusqu'à preuve du contraire la victime est la personne décédé. Elle c'est la criminelle. Nuance.! Compatir à chaque fois c'est aussi encourager ce geste qui consiste à se faire justice soi-même. À méditer..,"Commentaire sur : Affaire Valérie Bacot: &quot;la victime c&#39;est Valérie, personne d&#39;autre&",@blablabla3910,2021-06-24,YouTube — RMC,,youtube_commentaire,https://www.youtube.com/watch?v=gd-ScjW1rpM,"Affaire Valérie Bacot: &quot;la victime c&#39;est Valérie, personne d&#39;autre&quot; juge le frère de Daniel Polette",7,33,2026-05-28T14:34:51.305687
https://www.youtube.com/watch?v=rOyfiYptsEQ#comment_@filleduneguerriere5737,Normal il n’ y a pas de justice je vous assure qu’on est jeté du commissariat quand on porte plainte pour violences conjugales . Pire on vous laisse seul avec votre conjoint dans un Bureau et on vous accuse de vous avant d’accuser le criminel . Donc justice soit même ! Je suis dsl c’est elle ou lui et elle a choisi elle et ses enfants elle a raison .,"Commentaire sur : Début du procès de Valérie Bacot, accusée du meurtre d&#39;un mari qui la battai",@filleduneguerriere5737,2021-06-21,YouTube — RMC,,youtube_commentaire,https://www.youtube.com/watch?v=rOyfiYptsEQ,"Début du procès de Valérie Bacot, accusée du meurtre d&#39;un mari qui la battait",7,70,2026-05-28T14:34:51.305808
https://www.youtube.com/watch?v=rOyfiYptsEQ#comment_@FLISSATimes-Kabyle,"WAW, il faut des vraies organisations qui pourra atteindre toutes ses femmes, filles qui souffrent en silence.
Choquee par la violence de ce bourreau.","Commentaire sur : Début du procès de Valérie Bacot, accusée du meurtre d&#39;un mari qui la battai",@FLISSATimes-Kabyle,2021-06-21,YouTube — RMC,,youtube_commentaire,https://www.youtube.com/watch?v=rOyfiYptsEQ,"Début du procès de Valérie Bacot, accusée du meurtre d&#39;un mari qui la battait",7,24,2026-05-28T14:34:51.305819
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@cap.sur.le.bienetre,"C'est impressionnant ces deux parts de Valérie qui se combattent pour raisonner cette situation : la victime qui adopte un mode de pensée acceptable pour son bourreau (et pour elle sous emprise) et la survivante qui veut protéger les autres et conscientise tout ce qui n'allait pas.. 

En tout cas elle impose le respect pour s'être accrochée comme ça pour ses enfants malgré l'horreur qu'elle a vécue. Valérie si tu lis ça.. bravo et bon courage pour te trouver enfin <3",Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@cap.sur.le.bienetre,2023-09-23,YouTube — Tibo InShape,,youtube_commentaire,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,7,81,2026-05-28T14:34:51.306704
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@sikagz,"Incroyable son parcours et triste aussi que Valérie ne se rende pas compte à quel point elle est forte et courageuse, que dieu préserve cette femme et ses enfants qui n'ont pas eu une vie facile",Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@sikagz,2023-09-27,YouTube — Tibo InShape,,youtube_commentaire,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,7,36,2026-05-28T14:34:51.307133
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@Quoiiii,"Tu ne pouvais pas mieux agir Valérie. Tu t'es sauvée, et tu as sauvé tes enfants. Ta place n'est certainement pas en prison.",Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@Quoiiii,2023-09-22,YouTube — Tibo InShape,,youtube_commentaire,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,7,23,2026-05-28T14:34:51.307215
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@albericlamy8338,"Sujet super intéressants et super marquants. Tu nous fait découvrir des sujets et des personnes qui ne sont pas forcément très connues du public. Continue comme ça et bravo à Valérie qui est super courageuse pour ce qu'elle a vécu et pour le fait qu'elle soit venue raconté.
Restez comme vous êtes et soyez heureux ❤❤❤",Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@albericlamy8338,2023-09-22,YouTube — Tibo InShape,,youtube_commentaire,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,7,56,2026-05-28T14:34:51.307722
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@estelledsv,"Valérie, on ne se connaît pas mais j’espère que tu liras mon message. 
Ton témoignage a été extrêmement difficile à regarder jusqu’au bout. 
Ce que tu as vécu, toi, tes enfants, est absolument monstrueux. Il n’y a pas de mots assez fort pour décrire l’enfer de toutes ces années. 
Tout d’abord, je voulais te dire que tu as une force en toi et un courage incroyable. Malgré les atrocités que l’autre t’a fait subir pendant tant d’années, tu as toujours protégé tes enfants au maximum et ton instinct maternel a toujours prit le dessus. 
Ce tir fatal, a été pour toi, un geste de survie. Un geste, certes illégal, mais qui a pu te permettre de te mettre à l’abris toi et tes enfants. Et ça, c’était le plus important.  
Pour finir, j’aimerais te souhaiter de trouver la paix et l’épanouissement. Tu mérites d’être entourée d’amour et de bienveillance. Ne doutes jamais de toi. En espérant, que le travail d’accompagnement que tu fais avec les thérapeutes, te permettra de te sentir apaisée et d’effacer cette culpabilité. Bonne continuation ❤",Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@estelledsv,2023-09-22,YouTube — Tibo InShape,,youtube_commentaire,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,7,179,2026-05-28T14:34:51.307826
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@ApexTerminator,"J'ai vécu plus de 6 ans de torture psychologique et physique. Avec plusieurs tentatives de suicide. 
De mes 8 à 14 ans.  J'en ai 35 et je suis toujours détruit.  C'est très difficile de se reconstruire,  je comprends parfaitement Valérie,  elle est très forte mentalement. Et rien n'est de sa faute, sauf de les avoir délivré de l'autre.",Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@ApexTerminator,2023-09-22,YouTube — Tibo InShape,,youtube_commentaire,https://www.youtube.com/watch?v=zA3etFUNYLA,Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,7,58,2026-05-28T14:34:51.307870
https://www.youtube.com/watch?v=yYDGDvIMWIQ#comment_@ayabct5179,"""Valérie Bacot risque la prison à perpétuité"" pour une sorte de légitime défense qui lui a probablement sauvé la vie...
Et les enfants aussi vont en prison ?
les pauvres, l'enfer n'est pas fini décidemment et les violeurs qui se promènent tranquillement",Commentaire sur : Violences conjugales : Valérie Bacot jugée pour l’assassinat de son mari violent,@ayabct5179,2021-06-21,YouTube — 20 Minutes France,,youtube_commentaire,https://www.youtube.com/watch?v=yYDGDvIMWIQ,Violences conjugales : Valérie Bacot jugée pour l’assassinat de son mari violent,7,42,2026-05-28T14:34:51.308718
https://www.youtube.com/watch?v=yYDGDvIMWIQ#comment_@AgoraFrance,"""Ce dossier ressemble beaucoup à l'histoire de Jacqueline Sauvage"" ??? Non. A part le fait que ce sont deux femmes qui ont tué leur mari violent, sinon leur histoire ne se ressemble absolument pas. Chez Jacqueline Sauvage, pas de viol, encore moins de viol à l'age de 12 ans par son beau-père qui deviendra ensuite son mari et lui fera 4 enfants, aucune prostitution forcée et chez Valérie Bacot aucune menace envers une maîtresse de son mari (avec le fusil qui servira à le tuer) afin que celle-ci lui laisse pour elle toute seule, et aucun témoignage disant que c'est elle qui portait la culotte dans leurs affaires professionnelles. Donc non, les affaires ne se ressemble absolument pas.",Commentaire sur : Violences conjugales : Valérie Bacot jugée pour l’assassinat de son mari violent,@AgoraFrance,2021-06-21,YouTube — 20 Minutes France,,youtube_commentaire,https://www.youtube.com/watch?v=yYDGDvIMWIQ,Violences conjugales : Valérie Bacot jugée pour l’assassinat de son mari violent,7,118,2026-05-28T14:34:51.308766
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@costiima,Je suis tellement touchée par son histoire! Elle est victime c'est pas une criminelle! Merci beaucoup Victoria pour cette vidéo ♥️,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@costiima,2021-02-14,YouTube — Victoria Charlton,,youtube_commentaire,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,7,21,2026-05-28T14:34:51.309726
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@annafrn8791,Soutien à Valérie et à ses enfants 🙏 que la justice soit pour une fois juste. Sa génératrice me dégoûte. C’est elle qui devrait être condamnée.,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@annafrn8791,2021-02-14,YouTube — Victoria Charlton,,youtube_commentaire,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,7,26,2026-05-28T14:34:51.309737
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@Jialune,C'est signé pour ma part! En souhaitant que ca vienne aider sa cause. Valérie n'a pas à payer d'avoir été victime pendant toutes ces années et de s'être enfin défendue!,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@Jialune,2021-02-15,YouTube — Victoria Charlton,,youtube_commentaire,https://www.youtube.com/watch?v=l4EYSK6xKZc,L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,7,30,2026-05-28T14:34:51.310144
https://www.youtube.com/watch?v=TF_7APBRN1s#comment_@madi2203,"C'est malheureusement une énième victime de ""grooming"". Je ne sais pas s'il existe un terme français pour ça, mais en gros, c'est quand un adulte manipule un enfant pour que l'enfant finisse par croire que les relations avec un adulte sont tout à fait normales au lieu de laisser l'enfant grandir normalement et se découvrir intimement. C'est une manipulation sur des années et c'est malheureusement plus fréquent que l'on ne pense... que ce soit par un membre de la famille comme ici ou par des inconnus sur internet qui se font passer pour des amis de ces enfants/ados.",Commentaire sur : Valérie Bacot : Doit-on la condamner lors de son procès? #bercrimes,@madi2203,2021-05-15,YouTube — Bercrimes,,youtube_commentaire,https://www.youtube.com/watch?v=TF_7APBRN1s,Valérie Bacot : Doit-on la condamner lors de son procès? #bercrimes,7,98,2026-05-28T14:34:51.313087
https://www.youtube.com/watch?v=jTeAPlI4xUU#comment_@noraokoumassoun9952,"Oh mon DIEU.mais la préméditation est plus que légitime....on devait même la comdamner pour "" retard d'assassinat""""",Commentaire sur : L’Affaire Valérie Bacot : Le meurtre au bout de l’enfer | Chroniques Criminelles,@noraokoumassoun9952,2022-10-15,YouTube — TF1+,,youtube_commentaire,https://www.youtube.com/watch?v=jTeAPlI4xUU,L’Affaire Valérie Bacot : Le meurtre au bout de l’enfer | Chroniques Criminelles,7,17,2026-05-28T14:34:51.313333
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@mireillelemer8506,Valérie pour moi vous êtes un ange vous et vos enfants vous avez vécus l'enfer. Tout mon soutien rester FORTE. ❤❤❤❤❤❤🎉🎉,Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@mireillelemer8506,2025-08-04,YouTube — Canal Crime,,youtube_commentaire,https://www.youtube.com/watch?v=1DrcFK5gk9k,Valérie Bacot : Son procès a bouleversé l’opinion publique,6,21,2026-05-28T14:34:51.301734
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@houmediskah5483,"Si elle a réellement subi tous les abus, les humiliations et les atrocités qu'elle raconte, elle a fait tout ce qu'elle a pu pour se débarrasser de son mari monstrueux. Et elle avait la responsabilité de protéger ses enfants.",Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@houmediskah5483,2025-06-12,YouTube — Canal Crime,,youtube_commentaire,https://www.youtube.com/watch?v=1DrcFK5gk9k,Valérie Bacot : Son procès a bouleversé l’opinion publique,6,39,2026-05-28T14:34:51.302211
https://www.youtube.com/watch?v=rFArRZ-5J4U#comment_@djomhd1240,"De tout cœur avec Valérie Bacot je lui souhaite une meilleure vie ds l'avenir , elle a besoin de se reconstruire auprès de ses enfants , bon courage à vous 🥀🌺🌹",Commentaire sur : Procès de Valérie Bacot : les conclusions glaçantes des experts,@djomhd1240,2021-06-25,YouTube — Le Point,,youtube_commentaire,https://www.youtube.com/watch?v=rFArRZ-5J4U,Procès de Valérie Bacot : les conclusions glaçantes des experts,6,31,2026-05-28T14:34:51.302913
https://www.youtube.com/watch?v=rFArRZ-5J4U#comment_@nanou9433,Je suis de tout cœur avec cette femme. Quand va s'arrêter ces violences faites aux femmes?🙏🤔 Courage madame et j'espère que l'avenir vous apporte de belles choses.,Commentaire sur : Procès de Valérie Bacot : les conclusions glaçantes des experts,@nanou9433,2021-06-25,YouTube — Le Point,,youtube_commentaire,https://www.youtube.com/watch?v=rFArRZ-5J4U,Procès de Valérie Bacot : les conclusions glaçantes des experts,6,27,2026-05-28T14:34:51.302925
https://www.youtube.com/watch?v=6Uz0O5OX63o#comment_@CaroBetti,"Bravo la justice! Rien n'a été fait pour protéger Valérie, puis sa famille. Prostituer sa femme sans son accord, puis vouloir s'en prendre à sa fille? Il est mort et bien tant mieux! Bon courage à Valérie et ses enfants. J'espère que vous aurez une belle vie.","Commentaire sur : Faites entrer l&#39;accusé - Valérie Bacot, la mort pour délivrance",@CaroBetti,2025-12-03,YouTube — Faites entrer l’accusé - Officielle,,youtube_commentaire,https://www.youtube.com/watch?v=6Uz0O5OX63o,"Faites entrer l&#39;accusé - Valérie Bacot, la mort pour délivrance",6,47,2026-05-28T14:34:51.303561
https://www.youtube.com/watch?v=6Uz0O5OX63o#comment_@EmyCStark,"La justice l'a laissée tomber, elle s'est faite justice elle-même. Heureusement que le mouvement Metoo avait éclaté avant le procès et qu'elle avait deux bonnes avocates. Par contre il y a un oubli : la mère de Valérie doit aller en prison pour avoir laissé sa fille en pâture à ce monstre. Il faut que la loi condamne les parents qui ferment les yeux sur ces horreurs.","Commentaire sur : Faites entrer l&#39;accusé - Valérie Bacot, la mort pour délivrance",@EmyCStark,2025-12-03,YouTube — Faites entrer l’accusé - Officielle,,youtube_commentaire,https://www.youtube.com/watch?v=6Uz0O5OX63o,"Faites entrer l&#39;accusé - Valérie Bacot, la mort pour délivrance",6,67,2026-05-28T14:34:51.303629
https://www.youtube.com/watch?v=cQriCTmDNYE#comment_@francoisedupont7935,"Y a vraiment des cons sur ce forum. Bravo Valérie, bravo aussi pour une dignité, un choix des mots.C'est elle la victime et elle n'arrête pas de demander pardon. Pardon à qui?","Commentaire sur : Valérie Bacot, les coulisses de son procès",@francoisedupont7935,2021-10-05,YouTube — BFMTV,,youtube_commentaire,https://www.youtube.com/watch?v=cQriCTmDNYE,"Valérie Bacot, les coulisses de son procès",6,32,2026-05-28T14:34:51.305026
https://www.youtube.com/watch?v=cQriCTmDNYE#comment_@balanceequilibre6687,"Je suis extrêmement émue. Surtout avec ces regret et ces dernières paroles et ça me touche beaucoup. Je suis content que Valérie bacot soit libérer et vivre avec ces enfants. Je comprends qu'elle veux tué son mari par instinct de survie pour débarrasser tout ces souffrance qu'elle avait endurées pendant 25 ans à l'âge de 14 ans et protéger ces enfants. Merci à la justice d'avoir libérer Valérie. J'espère que la justice va apprendre à comprendre le comportement psychologique, il y'a de la route à faire mais c'est un grand pas. Jacqueline sauvage avait subit la même chose mais pendant 47 ans avec son mari. Mais malheureusement elle avait condamné à 10 ans de réclusion criminels. Heureusement qu'elle était gracié par François Hollande après 4 ans de prison. Merci à François Hollande d'avoir libérer Jacqueline sauvage également. Et heureusement qu'elle était pas morte incarcéré.","Commentaire sur : Valérie Bacot, les coulisses de son procès",@balanceequilibre6687,2021-12-01,YouTube — BFMTV,,youtube_commentaire,https://www.youtube.com/watch?v=cQriCTmDNYE,"Valérie Bacot, les coulisses de son procès",6,144,2026-05-28T14:34:51.305081
https://www.youtube.com/watch?v=cQriCTmDNYE#comment_@lainealain8950,"Quelle tristesse de constater que cette justice est incompréhensible… cette femme a été reconnu coupable et condamnée à trois ans ferme, et la voilà en liberté… comme si rien ne s’est passé ..  genre un meurtre banal,,, et le comble est que des gens applaudissent .. et la soutiennent..🤮   à se demander à quoi de tel personne peuvent penser ? ou si leurs cerveaux n’ont pas disjoncté ?","Commentaire sur : Valérie Bacot, les coulisses de son procès",@lainealain8950,2021-06-27,YouTube — BFMTV,,youtube_commentaire,https://www.youtube.com/watch?v=cQriCTmDNYE,"Valérie Bacot, les coulisses de son procès",6,68,2026-05-28T14:34:51.305152
https://www.youtube.com/watch?v=23HDisPUTVs#comment_@lechatbotte8265,"Bravo.... qu elle puisse se reconstruire.  Elle est super jolie en plus....
Y a vraiment des sales types sur cette terre ( je parle du mari)",Commentaire sur : Valérie Bacot sort libre de son procès pour le meurtre de son mari violent,@lechatbotte8265,2021-06-26,YouTube — Le Parisien,,youtube_commentaire,https://www.youtube.com/watch?v=23HDisPUTVs,Valérie Bacot sort libre de son procès pour le meurtre de son mari violent,6,26,2026-05-28T14:34:51.305267
