url,titre,auteur,date,sitename,type_doc,source_type,word_count,video_url
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@yaniskaoudji7440,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@yaniskaoudji7440,2023-09-22,YouTube — Tibo InShape,commentaire,youtube_commentaire,38,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@carolelevaux3739,Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@carolelevaux3739,2025-06-08,YouTube — Canal Crime,commentaire,youtube_commentaire,35,https://www.youtube.com/watch?v=1DrcFK5gk9k
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@diarradieng640,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@diarradieng640,2023-09-23,YouTube — Tibo InShape,commentaire,youtube_commentaire,26,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=nwax-EdNYMA#comment_@marilyneblanc8480,Commentaire sur : Affaire Valérie Bacot : &quot;Pourquoi j&#39;ai tué mon mari&quot;,@marilyneblanc8480,2026-05-23,YouTube — Canal Crime,commentaire,youtube_commentaire,74,https://www.youtube.com/watch?v=nwax-EdNYMA
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@mfcq4987,Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@mfcq4987,2025-06-09,YouTube — Canal Crime,commentaire,youtube_commentaire,111,https://www.youtube.com/watch?v=1DrcFK5gk9k
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@Captain_pav,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@Captain_pav,2023-09-22,YouTube — Tibo InShape,commentaire,youtube_commentaire,83,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=6Uz0O5OX63o#comment_@manouchak30,"Commentaire sur : Faites entrer l&#39;accusé - Valérie Bacot, la mort pour délivrance",@manouchak30,2025-12-13,YouTube — Faites entrer l’accusé - Officielle,commentaire,youtube_commentaire,87,https://www.youtube.com/watch?v=6Uz0O5OX63o
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@eirunn,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@eirunn,2023-09-22,YouTube — Tibo InShape,commentaire,youtube_commentaire,294,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@vavachoco2995,Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@vavachoco2995,2025-06-09,YouTube — Canal Crime,commentaire,youtube_commentaire,40,https://www.youtube.com/watch?v=1DrcFK5gk9k
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@clelialaunay863,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@clelialaunay863,2023-09-23,YouTube — Tibo InShape,commentaire,youtube_commentaire,57,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@amanddbgrib,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@amanddbgrib,2023-09-22,YouTube — Tibo InShape,commentaire,youtube_commentaire,44,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@deliabarsacq16,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@deliabarsacq16,2021-02-14,YouTube — Victoria Charlton,commentaire,youtube_commentaire,98,https://www.youtube.com/watch?v=l4EYSK6xKZc
https://www.youtube.com/watch?v=6Uz0O5OX63o#comment_@a_noesis,"Commentaire sur : Faites entrer l&#39;accusé - Valérie Bacot, la mort pour délivrance",@a_noesis,2025-12-03,YouTube — Faites entrer l’accusé - Officielle,commentaire,youtube_commentaire,19,https://www.youtube.com/watch?v=6Uz0O5OX63o
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@LucasLebon-g8r,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@LucasLebon-g8r,2023-09-23,YouTube — Tibo InShape,commentaire,youtube_commentaire,53,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@charlotteb614,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@charlotteb614,2023-09-22,YouTube — Tibo InShape,commentaire,youtube_commentaire,74,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@minionfeu,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@minionfeu,2023-09-23,YouTube — Tibo InShape,commentaire,youtube_commentaire,95,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=cQriCTmDNYE#comment_@angezen1211,"Commentaire sur : Valérie Bacot, les coulisses de son procès",@angezen1211,2021-06-27,YouTube — BFMTV,commentaire,youtube_commentaire,60,https://www.youtube.com/watch?v=cQriCTmDNYE
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@martinprince2254,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@martinprince2254,2023-09-23,YouTube — Tibo InShape,commentaire,youtube_commentaire,34,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@alfie4481,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@alfie4481,2023-09-22,YouTube — Tibo InShape,commentaire,youtube_commentaire,22,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@fatimaka6102,Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@fatimaka6102,2025-06-08,YouTube — Canal Crime,commentaire,youtube_commentaire,26,https://www.youtube.com/watch?v=1DrcFK5gk9k
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@manangec4400,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@manangec4400,2023-09-22,YouTube — Tibo InShape,commentaire,youtube_commentaire,113,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@martinebernier9808,Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@martinebernier9808,2025-06-08,YouTube — Canal Crime,commentaire,youtube_commentaire,31,https://www.youtube.com/watch?v=1DrcFK5gk9k
https://www.youtube.com/watch?v=cQriCTmDNYE#comment_@Cayenne0910,"Commentaire sur : Valérie Bacot, les coulisses de son procès",@Cayenne0910,2021-06-27,YouTube — BFMTV,commentaire,youtube_commentaire,39,https://www.youtube.com/watch?v=cQriCTmDNYE
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@catherinehervieux1400,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@catherinehervieux1400,2021-02-14,YouTube — Victoria Charlton,commentaire,youtube_commentaire,60,https://www.youtube.com/watch?v=l4EYSK6xKZc
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@mamissOuille,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@mamissOuille,2023-09-22,YouTube — Tibo InShape,commentaire,youtube_commentaire,107,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=tDji4J1rlIg#comment_@dominiqueb1149,"Commentaire sur : Valérie Bacot, une femme battue, jugée pour avoir tué son mari",@dominiqueb1149,2021-06-22,YouTube — Le Point,commentaire,youtube_commentaire,24,https://www.youtube.com/watch?v=tDji4J1rlIg
https://www.youtube.com/watch?v=6Uz0O5OX63o#comment_@Thedarksideed,"Commentaire sur : Faites entrer l&#39;accusé - Valérie Bacot, la mort pour délivrance",@Thedarksideed,2025-12-09,YouTube — Faites entrer l’accusé - Officielle,commentaire,youtube_commentaire,38,https://www.youtube.com/watch?v=6Uz0O5OX63o
https://www.youtube.com/watch?v=cQriCTmDNYE#comment_@recettefacileSoleilSamcha,"Commentaire sur : Valérie Bacot, les coulisses de son procès",@recettefacileSoleilSamcha,2021-06-26,YouTube — BFMTV,commentaire,youtube_commentaire,41,https://www.youtube.com/watch?v=cQriCTmDNYE
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@AdelFettouh,Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@AdelFettouh,2025-06-21,YouTube — Canal Crime,commentaire,youtube_commentaire,59,https://www.youtube.com/watch?v=1DrcFK5gk9k
https://www.youtube.com/watch?v=rFArRZ-5J4U#comment_@GlobbeRoller,Commentaire sur : Procès de Valérie Bacot : les conclusions glaçantes des experts,@GlobbeRoller,2021-06-25,YouTube — Le Point,commentaire,youtube_commentaire,130,https://www.youtube.com/watch?v=rFArRZ-5J4U
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@FeooBubbles,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@FeooBubbles,2021-02-14,YouTube — Victoria Charlton,commentaire,youtube_commentaire,37,https://www.youtube.com/watch?v=l4EYSK6xKZc
https://www.youtube.com/watch?v=nwax-EdNYMA#comment_@valeriehouss3370,Commentaire sur : Affaire Valérie Bacot : &quot;Pourquoi j&#39;ai tué mon mari&quot;,@valeriehouss3370,2026-05-23,YouTube — Canal Crime,commentaire,youtube_commentaire,36,https://www.youtube.com/watch?v=nwax-EdNYMA
https://www.youtube.com/watch?v=lsrnV4UlZ6M#comment_@lindseycarribean5113,"Commentaire sur : Au Sénat, Valérie Bacot témoigne sur le &quot;syndrome de la femme battue&quot;",@lindseycarribean5113,2021-11-04,YouTube — LeHuffPost,commentaire,youtube_commentaire,107,https://www.youtube.com/watch?v=lsrnV4UlZ6M
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@naifos3697,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@naifos3697,2023-09-24,YouTube — Tibo InShape,commentaire,youtube_commentaire,32,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@PelagieTraore-zq5hl,Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@PelagieTraore-zq5hl,2025-06-13,YouTube — Canal Crime,commentaire,youtube_commentaire,37,https://www.youtube.com/watch?v=1DrcFK5gk9k
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@Alvinjoe99,Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@Alvinjoe99,2025-06-09,YouTube — Canal Crime,commentaire,youtube_commentaire,165,https://www.youtube.com/watch?v=1DrcFK5gk9k
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@AellioWebAgency,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@AellioWebAgency,2024-01-25,YouTube — Tibo InShape,commentaire,youtube_commentaire,54,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=wvM1BFu2-LI#comment_@taharserbis5649,"Commentaire sur : Valérie Bacot : son histoire , sa vie , sa liberté. #bercrimes",@taharserbis5649,2021-06-21,YouTube — Bercrimes,commentaire,youtube_commentaire,172,https://www.youtube.com/watch?v=wvM1BFu2-LI
https://www.youtube.com/watch?v=rFArRZ-5J4U#comment_@celinegd6810,Commentaire sur : Procès de Valérie Bacot : les conclusions glaçantes des experts,@celinegd6810,2021-06-25,YouTube — Le Point,commentaire,youtube_commentaire,23,https://www.youtube.com/watch?v=rFArRZ-5J4U
https://www.youtube.com/watch?v=cQriCTmDNYE#comment_@MamieNomade,"Commentaire sur : Valérie Bacot, les coulisses de son procès",@MamieNomade,2021-06-27,YouTube — BFMTV,commentaire,youtube_commentaire,53,https://www.youtube.com/watch?v=cQriCTmDNYE
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@valerielamarre6211,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@valerielamarre6211,2021-02-14,YouTube — Victoria Charlton,commentaire,youtube_commentaire,95,https://www.youtube.com/watch?v=l4EYSK6xKZc
https://www.youtube.com/watch?v=TF_7APBRN1s#comment_@emaclaudino1219,Commentaire sur : Valérie Bacot : Doit-on la condamner lors de son procès? #bercrimes,@emaclaudino1219,2021-05-14,YouTube — Bercrimes,commentaire,youtube_commentaire,25,https://www.youtube.com/watch?v=TF_7APBRN1s
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@helensea6285,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@helensea6285,2023-09-24,YouTube — Tibo InShape,commentaire,youtube_commentaire,96,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=yYDGDvIMWIQ#comment_@Meeryasha,Commentaire sur : Violences conjugales : Valérie Bacot jugée pour l’assassinat de son mari violent,@Meeryasha,2021-06-21,YouTube — 20 Minutes France,commentaire,youtube_commentaire,26,https://www.youtube.com/watch?v=yYDGDvIMWIQ
https://www.youtube.com/watch?v=rFArRZ-5J4U#comment_@jbmaitre5758,Commentaire sur : Procès de Valérie Bacot : les conclusions glaçantes des experts,@jbmaitre5758,2021-06-25,YouTube — Le Point,commentaire,youtube_commentaire,23,https://www.youtube.com/watch?v=rFArRZ-5J4U
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@Zakynaf,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@Zakynaf,2023-09-23,YouTube — Tibo InShape,commentaire,youtube_commentaire,46,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@Pamou27,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@Pamou27,2021-02-15,YouTube — Victoria Charlton,commentaire,youtube_commentaire,22,https://www.youtube.com/watch?v=l4EYSK6xKZc
https://www.youtube.com/watch?v=nwax-EdNYMA#comment_@Carpediem92i,Commentaire sur : Affaire Valérie Bacot : &quot;Pourquoi j&#39;ai tué mon mari&quot;,@Carpediem92i,2026-05-23,YouTube — Canal Crime,commentaire,youtube_commentaire,63,https://www.youtube.com/watch?v=nwax-EdNYMA
https://www.youtube.com/watch?v=23HDisPUTVs#comment_@reneparisse8753,Commentaire sur : Valérie Bacot sort libre de son procès pour le meurtre de son mari violent,@reneparisse8753,2021-06-26,YouTube — Le Parisien,commentaire,youtube_commentaire,56,https://www.youtube.com/watch?v=23HDisPUTVs
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@TheDiikay,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@TheDiikay,2023-09-27,YouTube — Tibo InShape,commentaire,youtube_commentaire,48,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=8quOTcR0mZc#comment_@coromanue3817,"Commentaire sur : Valérie Bacot: &quot;Je ne ne suis pas soulagée, mais vidée mentalement et physi",@coromanue3817,2021-06-25,YouTube — BFMTV,commentaire,youtube_commentaire,17,https://www.youtube.com/watch?v=8quOTcR0mZc
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@mycupcak7130,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@mycupcak7130,2023-09-26,YouTube — Tibo InShape,commentaire,youtube_commentaire,86,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@valerieliger9574,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@valerieliger9574,2021-02-14,YouTube — Victoria Charlton,commentaire,youtube_commentaire,179,https://www.youtube.com/watch?v=l4EYSK6xKZc
https://www.youtube.com/watch?v=7xOsdJh-140#comment_@Plookify,"Commentaire sur : Affaire Bacot : &quot;C&#39;est une femme détruite&quot;, assure Nathalie Tomasi",@Plookify,2021-06-22,YouTube — Europe 1,commentaire,youtube_commentaire,43,https://www.youtube.com/watch?v=7xOsdJh-140
https://www.youtube.com/watch?v=rOyfiYptsEQ#comment_@marianne.liberty5267,"Commentaire sur : Début du procès de Valérie Bacot, accusée du meurtre d&#39;un mari qui la battai",@marianne.liberty5267,2021-06-21,YouTube — RMC,commentaire,youtube_commentaire,17,https://www.youtube.com/watch?v=rOyfiYptsEQ
https://www.youtube.com/watch?v=tDji4J1rlIg#comment_@ghislaindebusbecq8864,"Commentaire sur : Valérie Bacot, une femme battue, jugée pour avoir tué son mari",@ghislaindebusbecq8864,2021-06-22,YouTube — Le Point,commentaire,youtube_commentaire,40,https://www.youtube.com/watch?v=tDji4J1rlIg
https://www.youtube.com/watch?v=6Uz0O5OX63o#comment_@brigitte221,"Commentaire sur : Faites entrer l&#39;accusé - Valérie Bacot, la mort pour délivrance",@brigitte221,2025-12-02,YouTube — Faites entrer l’accusé - Officielle,commentaire,youtube_commentaire,33,https://www.youtube.com/watch?v=6Uz0O5OX63o
https://www.youtube.com/watch?v=gd-ScjW1rpM#comment_@amandineguillemot1886,"Commentaire sur : Affaire Valérie Bacot: &quot;la victime c&#39;est Valérie, personne d&#39;autre&",@amandineguillemot1886,2021-06-26,YouTube — RMC,commentaire,youtube_commentaire,63,https://www.youtube.com/watch?v=gd-ScjW1rpM
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@maryon2611,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@maryon2611,2023-09-22,YouTube — Tibo InShape,commentaire,youtube_commentaire,159,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@OptiBC,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@OptiBC,2023-09-22,YouTube — Tibo InShape,commentaire,youtube_commentaire,28,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@tristanjaniszewski8650,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@tristanjaniszewski8650,2023-09-23,YouTube — Tibo InShape,commentaire,youtube_commentaire,49,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=rezprI9xze0#comment_@mlnm3161,Commentaire sur : Le sort que Serge Bacot infligeait à ses épouses | Crimes Insolites,@mlnm3161,2024-06-21,YouTube — ALIBI. ▸ faits divers,commentaire,youtube_commentaire,146,https://www.youtube.com/watch?v=rezprI9xze0
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@barbr-anne4846,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@barbr-anne4846,2021-02-14,YouTube — Victoria Charlton,commentaire,youtube_commentaire,22,https://www.youtube.com/watch?v=l4EYSK6xKZc
https://www.youtube.com/watch?v=rFArRZ-5J4U#comment_@mariepierre2568,Commentaire sur : Procès de Valérie Bacot : les conclusions glaçantes des experts,@mariepierre2568,2021-06-25,YouTube — Le Point,commentaire,youtube_commentaire,17,https://www.youtube.com/watch?v=rFArRZ-5J4U
https://www.youtube.com/watch?v=rOyfiYptsEQ#comment_@MyTroubadour,"Commentaire sur : Début du procès de Valérie Bacot, accusée du meurtre d&#39;un mari qui la battai",@MyTroubadour,2021-06-21,YouTube — RMC,commentaire,youtube_commentaire,26,https://www.youtube.com/watch?v=rOyfiYptsEQ
https://www.youtube.com/watch?v=rFArRZ-5J4U#comment_@oliviermisson8249,Commentaire sur : Procès de Valérie Bacot : les conclusions glaçantes des experts,@oliviermisson8249,2021-06-25,YouTube — Le Point,commentaire,youtube_commentaire,38,https://www.youtube.com/watch?v=rFArRZ-5J4U
https://www.youtube.com/watch?v=23HDisPUTVs#comment_@lechat-toutsimplement,Commentaire sur : Valérie Bacot sort libre de son procès pour le meurtre de son mari violent,@lechat-toutsimplement,2021-06-26,YouTube — Le Parisien,commentaire,youtube_commentaire,36,https://www.youtube.com/watch?v=23HDisPUTVs
https://www.youtube.com/watch?v=TF_7APBRN1s#comment_@annamatasova9885,Commentaire sur : Valérie Bacot : Doit-on la condamner lors de son procès? #bercrimes,@annamatasova9885,2021-05-14,YouTube — Bercrimes,commentaire,youtube_commentaire,56,https://www.youtube.com/watch?v=TF_7APBRN1s
https://www.youtube.com/watch?v=23HDisPUTVs#comment_@melimelo2605,Commentaire sur : Valérie Bacot sort libre de son procès pour le meurtre de son mari violent,@melimelo2605,2021-06-26,YouTube — Le Parisien,commentaire,youtube_commentaire,39,https://www.youtube.com/watch?v=23HDisPUTVs
https://www.youtube.com/watch?v=gd-ScjW1rpM#comment_@ashrafrahmani4251,"Commentaire sur : Affaire Valérie Bacot: &quot;la victime c&#39;est Valérie, personne d&#39;autre&",@ashrafrahmani4251,2021-06-24,YouTube — RMC,commentaire,youtube_commentaire,26,https://www.youtube.com/watch?v=gd-ScjW1rpM
https://www.youtube.com/watch?v=rOyfiYptsEQ#comment_@mia03645,"Commentaire sur : Début du procès de Valérie Bacot, accusée du meurtre d&#39;un mari qui la battai",@mia03645,2021-06-21,YouTube — RMC,commentaire,youtube_commentaire,23,https://www.youtube.com/watch?v=rOyfiYptsEQ
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@samgsq2717,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@samgsq2717,2023-09-26,YouTube — Tibo InShape,commentaire,youtube_commentaire,51,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@nathalieletarnec,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@nathalieletarnec,2021-02-14,YouTube — Victoria Charlton,commentaire,youtube_commentaire,26,https://www.youtube.com/watch?v=l4EYSK6xKZc
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@zinae7925,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@zinae7925,2021-02-14,YouTube — Victoria Charlton,commentaire,youtube_commentaire,51,https://www.youtube.com/watch?v=l4EYSK6xKZc
https://www.youtube.com/watch?v=jTeAPlI4xUU#comment_@aichou7579,Commentaire sur : L’Affaire Valérie Bacot : Le meurtre au bout de l’enfer | Chroniques Criminelles,@aichou7579,2022-09-18,YouTube — TF1+,commentaire,youtube_commentaire,54,https://www.youtube.com/watch?v=jTeAPlI4xUU
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@m-dc,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@m-dc,2023-10-14,YouTube — Tibo InShape,commentaire,youtube_commentaire,71,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@martinbourelmorel7450,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@martinbourelmorel7450,2023-09-22,YouTube — Tibo InShape,commentaire,youtube_commentaire,30,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=tDji4J1rlIg#comment_@lanetrotro8479,"Commentaire sur : Valérie Bacot, une femme battue, jugée pour avoir tué son mari",@lanetrotro8479,2021-06-22,YouTube — Le Point,commentaire,youtube_commentaire,26,https://www.youtube.com/watch?v=tDji4J1rlIg
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@Empereur1789,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@Empereur1789,2021-02-14,YouTube — Victoria Charlton,commentaire,youtube_commentaire,63,https://www.youtube.com/watch?v=l4EYSK6xKZc
https://www.youtube.com/watch?v=TF_7APBRN1s#comment_@aureliegachignard1223,Commentaire sur : Valérie Bacot : Doit-on la condamner lors de son procès? #bercrimes,@aureliegachignard1223,2021-05-14,YouTube — Bercrimes,commentaire,youtube_commentaire,60,https://www.youtube.com/watch?v=TF_7APBRN1s
https://www.youtube.com/watch?v=TF_7APBRN1s#comment_@stefaniemasson8005,Commentaire sur : Valérie Bacot : Doit-on la condamner lors de son procès? #bercrimes,@stefaniemasson8005,2021-05-14,YouTube — Bercrimes,commentaire,youtube_commentaire,44,https://www.youtube.com/watch?v=TF_7APBRN1s
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@sylviareyes8875,Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@sylviareyes8875,2025-06-10,YouTube — Canal Crime,commentaire,youtube_commentaire,26,https://www.youtube.com/watch?v=1DrcFK5gk9k
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@celineiorio8979,Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@celineiorio8979,2025-06-08,YouTube — Canal Crime,commentaire,youtube_commentaire,109,https://www.youtube.com/watch?v=1DrcFK5gk9k
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@nouriakrim7209,Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@nouriakrim7209,2025-06-08,YouTube — Canal Crime,commentaire,youtube_commentaire,11,https://www.youtube.com/watch?v=1DrcFK5gk9k
https://www.youtube.com/watch?v=nwax-EdNYMA#comment_@Aussivrai,Commentaire sur : Affaire Valérie Bacot : &quot;Pourquoi j&#39;ai tué mon mari&quot;,@Aussivrai,2026-05-23,YouTube — Canal Crime,commentaire,youtube_commentaire,60,https://www.youtube.com/watch?v=nwax-EdNYMA
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@sandrinenolin2345,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@sandrinenolin2345,2023-09-23,YouTube — Tibo InShape,commentaire,youtube_commentaire,84,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@a-gaelleb.6066,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@a-gaelleb.6066,2023-10-15,YouTube — Tibo InShape,commentaire,youtube_commentaire,54,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=zA3etFUNYLA#comment_@JF-ow4wm,Commentaire sur : Elle tue son mari violent et proxénète : la terrible histoire de Valérie Bacot,@JF-ow4wm,2023-09-27,YouTube — Tibo InShape,commentaire,youtube_commentaire,98,https://www.youtube.com/watch?v=zA3etFUNYLA
https://www.youtube.com/watch?v=QnFo5I7tHzM#comment_@AudeDeChambon-ru7kw,Commentaire sur : Hondelatte Raconte : L&#39;affaire Valérie Bacot (récit intégral),@AudeDeChambon-ru7kw,2025-02-18,YouTube — Europe 1,commentaire,youtube_commentaire,24,https://www.youtube.com/watch?v=QnFo5I7tHzM
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@Malice93able,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@Malice93able,2021-02-14,YouTube — Victoria Charlton,commentaire,youtube_commentaire,37,https://www.youtube.com/watch?v=l4EYSK6xKZc
https://www.youtube.com/watch?v=l4EYSK6xKZc#comment_@lalaland1427,Commentaire sur : L&#39;AFFAIRE VALÉRIE BACOT : UN MEURTRE À LA CLAYETTE,@lalaland1427,2021-02-14,YouTube — Victoria Charlton,commentaire,youtube_commentaire,35,https://www.youtube.com/watch?v=l4EYSK6xKZc
https://www.youtube.com/watch?v=1DrcFK5gk9k#comment_@naama4,Commentaire sur : Valérie Bacot : Son procès a bouleversé l’opinion publique,@naama4,2025-06-20,YouTube — Canal Crime,commentaire,youtube_commentaire,37,https://www.youtube.com/watch?v=1DrcFK5gk9k
